,ID,Smiles
Streptomycin (sulfate),1276,O[C@@]1(C=O)[C@H]([C@@H](O[C@H]1C)O[C@]([C@@H]([C@@H](O)[C@@H]2NC(N)=N)O)([H])[C@H]([C@@H]2O)NC(N)=N)O[C@@](O[C@@H](CO)[C@H](O)[C@H]3O)([H])[C@H]3NC.[1.5H2SO4]
L-Citrulline,1277,N[C@@H](CCCNC(N)=O)C(O)=O
L-Hisidine,1278,N[C@@H](CC1=CNC=N1)C(O)=O
NSC 16590,1279,NC(C)(C)C(O)=O
Blasticidin S hydrochloride,1280,O=C1N([C@@H]2O[C@@H]([C@@H](NC(C[C@@H](N)CCN(C)C(N)=N)=O)C=C2)C(O)=O)C=CC(N)=N1.Cl
β-Nicotinamide mononucleotide,1281,NC(C1=C[N+]([C@@H]2O[C@H](COP(O)([O-])=O)[C@@H](O)[C@H]2O)=CC=C1)=O
Apramycin (sulfate),1282,O[C@H]1[C@](O[C@H](O[C@@]([C@H](C[C@H]2N)N)([H])[C@@H]([C@H]2O)O)[C@H](N)C3)([H])[C@@]3([H])O[C@H](O[C@@]([C@@H]([C@@H](O)[C@@H]4N)O)([H])O[C@@H]4CO)[C@H]1NC.O=S(O)(O)=O
cAMP,1283,NC1=C2N=CN([C@@H]3O[C@]4([H])COP(O)(O[C@@]4([H])[C@H]3O)=O)C2=NC=N1
L-Glutamine,1284,N[C@@H](CCC(N)=O)C(O)=O
L-Methionin,1285,N[C@@H](CCSC)C(O)=O
Uridine 5'-monophosphate disodium salt,1286,O=C(N1)C=CN(C1=O)[C@H]2[C@H](O)[C@H](O)[C@H](O2)COP(O[Na])(O[Na])=O
Citric acid (trilithium salt tetrahydrate),1287,O=C(CC(C([O-])=O)(O)CC([O-])=O)[O-].O.O.O.O.[Li+].[Li+].[Li+]
Neomycin (sulfate),1288,O[C@H]1[C@H](O)[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]4N)[C@H]3O)O[C@@H]1CN.[3H2SO4]
Ribostamycin (sulfate),1289,O=S(O)(O)=O.O[C@@H]([C@H](O)[C@@H](CN)O1)[C@@H](N)[C@@]1([H])O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@@]2([H])O[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O
Biapenem,1290,O=C1N2C(C([O-])=O)=C(SC(C3)CN4[N+]3=CN=C4)[C@H](C)[C@]2([H])[C@@]1([H])[C@H](O)C
L-Ornithine,1291,N[C@@H](CCCN)C(O)=O
(2S)-2-Amino-3-methyl-3-sulfanylbutanoic acid,1292,N[C@H](C(C)(S)C)C(O)=O
L-Valine,1293,N[C@@H](C(C)C)C(O)=O
(R)-Serine,1294,N[C@H](CO)C(O)=O
Fosfructose (trisodium),1295,O[C@H](C(COP(O)(O[Na])=O)=O)[C@@H]([C@@H](COP(O[Na])(O[Na])=O)O)O
Sisomicin (sulfate),1296,N[C@H]1[C@](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@@]3([H])OC[C@@](O)(C)[C@H](NC)[C@H]3O)[C@H]2O)([H])OC(CN)=CC1.[2.5H2SO4]
G-418 (disulfate),1297,O=S(O)(O)=O.O[C@@H]([C@@H]1O[C@@]([C@@H]([C@@H](O)[C@@H]2O)N)([H])O[C@]2([H])[C@H](O)C)[C@H]([C@@H](C[C@@H]1N)N)O[C@](OC[C@](C)(O)[C@@H]3NC)([H])[C@@H]3O.O=S(O)(O)=O
Paromomycin (sulfate),1298,N[C@@H](C[C@H]1N)[C@@]([C@@H]([C@H]1O)O[C@@](O[C@H](CO)[C@H]2O[C@@]([C@@H]([C@@H](O)[C@@H]3O)N)([H])O[C@H]3CN)([H])[C@@H]2O)([H])O[C@H]([C@@H]([C@@H](O)[C@@H]4O)N)O[C@@H]4CO.O=S(O)(O)=O
Kanamycin (sulfate),1299,OS(O)(=O)=O.O[C@H]1[C@](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@@]3([H])O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)([H])O[C@H](CN)[C@@H](O)[C@@H]1O
DL-Glutamine,1300,NC(CCC(N)=O)C(O)=O
S-Allyl-L-cysteine,1301,N[C@@H](CSCC=C)C(O)=O
6-Aminocaproic acid,1302,O=C(O)CCCCCN
ATP (disodium salt),1303,O[C@@H]([C@H]([C@H](N1C=NC2=C1N=CN=C2N)O3)O)[C@H]3COP(O)(OP(OP([O-])(O)=O)([O-])=O)=O.[Na+].[Na+]
Netilmicin (sulfate),1304,NCC1=CC[C@@H](N)[C@](O[C@@H]2[C@@H](N)C[C@@H](NCC)[C@H](O[C@@]3([H])OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)([H])O1.[2.5H2SO4]
L-Carnosine,1305,OC([C@@H](NC(CCN)=O)CC1=CN=CN1)=O
Gastrodenol,1306,O=C(CC(C(O)=O)(O)CC(O)=O)O.[1.5K+].[0.5Bi3+]
L-Lysine hydrochloride,1307,N[C@@H](CCCCN)C(O)=O.[H]Cl
N4-Acetylcytidine triphosphate (sodium),1308,O[C@@H]([C@H]([C@H](N1C(N=C(C=C1)NC(C)=O)=O)O2)O)[C@H]2COP([O-])(OP(OP([O-])([O-])=O)([O-])=O)=O.[4 Na+]
DL-Arginine,1309,NC(CCCNC(N)=N)C(O)=O
L-Arginine,1310,N[C@@H](CCCNC(N)=N)C(O)=O
Citicoline,1311,O[C@@H]([C@H]([C@H](N1C(N=C(C=C1)N)=O)O2)O)[C@H]2COP(OCC[N+](C)(C)C)(OP([O-])(O)=O)=O
L-Isoleucine,1312,N[C@@H]([C@@H](C)CC)C(O)=O
Natamycin,1313,OC([C@H]1[C@@](C[C@H](/C=C/C=C/C=C/C=C/C[C@@H](C)OC2=O)O[C@@](O[C@H](C)[C@@H](O)[C@@H]3N)([H])[C@H]3O)([H])O[C@](O)(C[C@H](C[C@]4([H])[C@@H](/C=C/2)O4)O)C[C@@H]1O)=O
D-Alanine,1314,N[C@@H](C(O)=O)C
Aspartic acid (calcium),1315,N[C@@H](CC([O-])=O)C([O-])=O.[Ca+2]
L-Serine,1316,N[C@@H](CO)C(O)=O
Dihydrostreptomycin (sulfate),1317,O[C@@H]1[C@@H](O)[C@@](O[C@@H]2O[C@@H](C)[C@](O)(CO)[C@H]2O[C@@]3([H])[C@@H](NC)[C@H](O)[C@@H](O)[C@H](CO)O3)([H])[C@@H](NC(N)=N)[C@H](O)[C@H]1NC(N)=N.[1.5H2SO4]
L-Aspartic acid,1318,N[C@H](C(O)=O)CC(O)=O
Creatine,1319,O=C(O)CN(C)C(N)=N
Sarcosine,1320,O=C(O)CNC
H-HoArg-OH,1321,[H][C@](N)(CCCCNC(N)=N)C(O)=O
N-Acetylornithine,1322,NCCC[C@@H](C(O)=O)NC(C)=O
4-Guanidinobutanoic acid,1323,O=C(O)CCCNC(N)=N
L-Norleucine,1324,N[C@@H](CCCC)C(O)=O
H-Abu-OH,1325,CC[C@H](N)C(O)=O
L-Hydroxyproline,1326,O=C(O)[C@H](C1)NC[C@@H]1O
5'-Guanylic acid (disodium salt),1327,O=P([O-])(OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=C(N)NC3=O)O1)O)O)[O-].[Na+].[Na+]
(S)-Glutamic acid,1328,OC(CC[C@H](N)C(O)=O)=O
L-Leucine,1329,N[C@@H](CC(C)C)C(O)=O
Monensin sodium salt,1330,OC[C@@]1(O)[C@H](C)C[C@H](C)[C@]([C@@]2(O[C@]([C@@]3(CC[C@@]([C@]4(O[C@@]5(C[C@H](O)[C@@H](C)[C@@]([H])([C@H]([C@@H](OC)[C@H](C)C([O-])=O)C)O5)CC4)C)([H])O3)CC)([H])[C@@H](C)C2)[H])([H])O1.[Na+]
